Security Id,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
20MICRONS,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
360ONE,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
3MINDIA,Diversified,Diversified,Diversified,Diversified
AADHARHFC,Financial Services,Financial Services,Finance,Housing Finance Company
5PAISA,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
63MOONS,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
AARTIIND,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
AARTIDRUGS,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
AARTIPHARM,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
AFSL,Financial Services,Financial Services,Finance,Holding Company
AAVAS,Financial Services,Financial Services,Finance,Housing Finance Company
ACC,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
ACCELYA,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
ACMESOLAR,Utilities,Power,Power,Power Generation
ADANIENSOL,Utilities,Power,Power,Power Distribution
ACE,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
ADANIENT,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Minerals
ADANIPORTS,Services,Services,Transport Infrastructure,Port & Port services
ADANIGREEN,Utilities,Power,Power,Power Generation
ADANIPOWER,Utilities,Power,Power,Integrated Power Utilities
ADFFOODS,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
ATGL,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier
BIRLAMONEY,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
ABCAPITAL,Financial Services,Financial Services,Finance,Investment Company
ABREL,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
ADOR,Industrials,Capital Goods,Industrial Products,Other Industrial Products
ADVENZYMES,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Biotechnology
AEGISLOG,Energy,"Oil, Gas & Consumable Fuels",Gas,Trading - Gas
AEROFLEX,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
AETHER,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
AFCONS,Industrials,Construction,Construction,Civil Construction
AFFLE,Information Technology,Information Technology,IT - Services,IT Enabled Services
AFFORDABLE,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
AGARIND,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals
AVL,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
AGI,Industrials,Capital Goods,Industrial Products,Packaging
ABSLAMC,Financial Services,Financial Services,Capital Markets,Asset Management Company
AIAENG,Industrials,Capital Goods,Industrial Products,Castings & Forgings
AJANTPHARM,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
AJAXENGG,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
AJMERA,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
AKSHARCHEM,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
AKUMS,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
AKZOINDIA,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints
AGIIL,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
ALBERTDAVD,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
ALEMBICLTD,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
APLLTD,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
ALICON,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
ALKEM,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
AHLUCONT,Industrials,Construction,Construction,Civil Construction
ALLDIGI,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
ABDL,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
ADSL,Information Technology,Information Technology,IT - Services,IT Enabled Services
ALPHAGEO,Energy,"Oil, Gas & Consumable Fuels",Oil,Offshore Support Solution Drilling
ARE&M,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
AMBER,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
ALKYLAMINE,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
AMBIKCO,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
ALIVUS,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
AMBUJACEM,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
ANANDRATHI,Financial Services,Financial Services,Capital Markets,Financial Products Distributor
AMRUTANJAN,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
ANANTRAJ,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
APCL,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
AWHCL,Utilities,Utilities,Other Utilities,Waste Management
ANUHPHR,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
ANURAS,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
APARINDS,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
APCOTEXIND,Industrials,Capital Goods,Industrial Products,Rubber
AMNPLST,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
APEX,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Seafood
APLAPOLLO,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
ANGELONE,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
APOLLOHOSP,Healthcare,Healthcare,Healthcare Services,Hospital
APOLLOPIPE,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
APOLLOTYRE,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
APTUS,Financial Services,Financial Services,Finance,Housing Finance Company
ACI,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
ARCHIDPLY,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
ARIES,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
PARKHOTELS,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
ARIHANTSUP,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
ARKADE,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
ARMANFIN,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
ARTEMISMED,Healthcare,Healthcare,Healthcare Services,Hospital
ARVIND,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
APOLLO,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
ARVSMART,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
ASHAPURMIN,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
ASHIANA,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
ASHOKLEY,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles
ASHOKA,Industrials,Construction,Construction,Civil Construction
ASIANENE,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Equipment & Services
AHLEAST,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
ASIANPAINT,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints
ASAHIINDIA,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
ARVINDFASN,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
ASALCBR,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
ASTERDM,Healthcare,Healthcare,Healthcare Services,Hospital
ASTRAMICRO,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
ASTRAL,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
ASTRAZEN,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
ATHERENERG,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers
ATULAUTO,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles
ATUL,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
AUBANK,Financial Services,Financial Services,Banks,Other Bank
ASTEC,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
ASKAUTOLTD,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
AURIONPRO,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
AUSOMENT,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
AUROPHARMA,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
AURUM,Information Technology,Information Technology,IT - Services,IT Enabled Services
AIIL,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
AVADHSUGAR,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
AVALON,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
AVANTEL,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
AVANTIFEED,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed
DMART,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail
AUTOAXLES,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
AVG,Services,Services,Transport Services,Logistics Solution Provider
AVROIND,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer
AWFIS,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
AWL,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
AXISBANK,Financial Services,Financial Services,Banks,Private Sector Bank
AYMSYNTEX,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
BBTCL,Industrials,Capital Goods,Industrial Products,Packaging
ASAL,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
BAJAJ-AUTO,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers
BAJAJCON,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
AZAD,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
BAJAJELEC,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
BAJFINANCE,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
BAJAJFINSV,Financial Services,Financial Services,Finance,Holding Company
BAJAJHCARE,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
BAJAJHLDNG,Financial Services,Financial Services,Finance,Holding Company
BAJAJHFL,Financial Services,Financial Services,Finance,Housing Finance Company
STYLEBAAZA,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
BAJEL,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
BALAMINES,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
BALKRISIND,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
BALMLAWRIE,Diversified,Diversified,Diversified,Diversified
BALRAMCHIN,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
BANCOINDIA,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
BANDHANBNK,Financial Services,Financial Services,Banks,Private Sector Bank
BANKBARODA,Financial Services,Financial Services,Banks,Public Sector Bank
BANKINDIA,Financial Services,Financial Services,Banks,Public Sector Bank
BANARISUG,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
BANSALWIRE,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
BASF,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
BATAINDIA,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear
BAYERCROP,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
BALUFORGE,Industrials,Capital Goods,Industrial Products,Castings & Forgings
BANARBEADS,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
BEDMUTHA,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
BLAL,Financial Services,Financial Services,Finance,Investment Company
BERGEPAINT,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints
BEML,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
BHAGCHEM,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
BEPL,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
BBL,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
BDL,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
BEL,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
BHARATFORG,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
BHEL,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
BPCL,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
BHARATRAS,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
BHAGERIA,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
BHARATWIRE,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
BFINVEST,Financial Services,Financial Services,Finance,Holding Company
BHARTIARTL,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
BHARTIHEXA,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
BIKAJI,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
BIRLACORPN,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
BIRLANU,Consumer Discretionary,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing"
BIOCON,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
BIRLACABLE,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
BBOX,Information Technology,Information Technology,IT - Services,IT Enabled Services
BSOFT,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
BLISSGVS,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
BLS,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services"
BLSE,Information Technology,Information Technology,IT - Services,IT Enabled Services
BLUEDART,Services,Services,Transport Services,Logistics Solution Provider
BLUEJET,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
BLUESTARCO,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
BOMDYEING,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
BBTC,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
BORORENEW,Industrials,Capital Goods,Industrial Products,Glass - Industrial
BOROSCI,Industrials,Capital Goods,Industrial Products,Glass - Industrial
BOROLTD,Consumer Discretionary,Consumer Durables,Consumer Durables,Houseware
FIRSTCRY,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce
BRITANNIA,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
BUTTERFLY,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
MAPMYINDIA,Information Technology,Information Technology,IT - Software,Software Products
CAMLINFINE,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
CAMPUS,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear
CANFINHOME,Financial Services,Financial Services,Finance,Housing Finance Company
CANBK,Financial Services,Financial Services,Banks,Public Sector Bank
CANTABIL,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
CAPACITE,Industrials,Construction,Construction,Civil Construction
CAPITALSFB,Financial Services,Financial Services,Banks,Other Bank
BRIGADE,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
BCONCEPTS,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
CAPLIPOINT,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
BOSCHLTD,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
CARBORUNIV,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings
CARERATING,Financial Services,Financial Services,Capital Markets,Ratings
CGCL,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
CARRARO,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
CASTROLIND,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants
CARTRADE,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce
CEATLTD,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
CELLO,Consumer Discretionary,Consumer Durables,Consumer Durables,Houseware
CENTUM,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
CENTENKA,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
CENTURYPLY,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
CERA,Consumer Discretionary,Consumer Durables,Consumer Durables,Sanitary Ware
CESC,Utilities,Power,Power,Integrated Power Utilities
CGPOWER,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
CHALET,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
CLSEL,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
CCL,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
CEIGALL,Industrials,Construction,Construction,Civil Construction
CHEMCON,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
CHAMBLFERT,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
CHEMFAB,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
CHENNPETRO,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
CHEMPLASTS,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
CHEVIOT,Commodities,Forest Materials,"Paper, Forest & Jute Products",Jute & Jute Products
CHOLAHLDNG,Financial Services,Financial Services,Finance,Investment Company
CHOICEIN,Financial Services,Financial Services,Finance,Holding Company
CHOLAFIN,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
CIEINDIA,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
CARYSIL,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
CLEAN,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
CMSINFO,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
COALINDIA,Energy,"Oil, Gas & Consumable Fuels",Consumable Fuels,Coal
COCHINSHIP,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services
CUB,Financial Services,Financial Services,Banks,Private Sector Bank
CIGNITITEC,Information Technology,Information Technology,IT - Services,IT Enabled Services
CIPLA,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
COFORGE,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
COHANCE,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
COLPAL,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
CAMS,Financial Services,Financial Services,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries"
CONCORDBIO,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
CEWATER,Utilities,Utilities,Other Utilities,Waste Management
CONCOR,Services,Services,Transport Services,Logistics Solution Provider
CONTROLPR,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
COROMANDEL,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
CORDSCABLE,Industrials,Capital Goods,Industrial Products,Cables - Electricals
CPCAP,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
COSMOFIRST,Industrials,Capital Goods,Industrial Products,Packaging
CRAFTSMAN,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
CREDITACC,Financial Services,Financial Services,Finance,Microfinance Institutions
MUFTI,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
CREST,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
CRISIL,Financial Services,Financial Services,Finance,Other Financial Services
CROMPTON,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
CSLFINANCE,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
CSBBANK,Financial Services,Financial Services,Banks,Private Sector Bank
CUBEXTUB,Industrials,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products"
CUMMINSIND,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
CYIENTDLM,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
CYIENT,Information Technology,Information Technology,IT - Services,IT Enabled Services
DBCORP,Consumer Discretionary,"Media, Entertainment & Publication",Media,Print Media
DPWIRES,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
DALBHARAT,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
DALMIASUG,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
DAMCAPITAL,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
DATAPATTNS,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
DATAMATICS,Information Technology,Information Technology,IT - Services,IT Enabled Services
DCI,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
DCBBANK,Financial Services,Financial Services,Banks,Private Sector Bank
DCM,Information Technology,Information Technology,IT - Services,IT Enabled Services
DCMNVL,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
DLINKINDIA,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
DCMSHRIRAM,Diversified,Diversified,Diversified,Diversified
DCXINDIA,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
DPABHUSHAN,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
DABUR,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
DDEVPLSTIK,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
DECCANCE,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
DENORA,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories
DBEIL,Industrials,Construction,Construction,Civil Construction
DEEPINDS,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Equipment & Services
DEEDEV,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
DEEPAKNTR,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
DEEPAKFERT,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
DELHIVERY,Services,Services,Transport Services,Logistics Solution Provider
DELTAMAGNT,Industrials,Capital Goods,Industrial Products,Other Industrial Products
DEVYANI,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants
DHANUKA,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
DHUNINV,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
DTIL,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
DVL,Diversified,Diversified,Diversified,Diversified
DIAMINESQ,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
DIACABS,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
DICIND,Commodities,Chemicals,Chemicals & Petrochemicals,Printing Inks
DIFFNKG,Industrials,Capital Goods,Industrial Products,Other Industrial Products
DBL,Industrials,Construction,Construction,Civil Construction
DENTA,Utilities,Utilities,Other Utilities,Water Supply & Management
DCAL,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
DIVGIITTS,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
DIVISLAB,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
DIXON,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
DJML,Services,Services,Transport Services,Logistics Solution Provider
DLF,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
DMCC,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
DEVIT,Information Technology,Information Technology,IT - Services,IT Enabled Services
DOLATALGO,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
DODLA,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products
DOLLAR,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
DHAMPURSUG,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
DOMS,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary
DONEAR,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
LALPATHLAB,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
DREAMFOLKS,Services,Services,Transport Infrastructure,Airport & Airport services
DREDGECORP,Services,Services,Engineering Services,Dredging
DSSL,Information Technology,Information Technology,IT - Services,IT Enabled Services
DYNAMATECH,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
DYCL,Industrials,Capital Goods,Industrial Products,Cables - Electricals
DYNPRO,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
ECLERX,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
DOLPHIN,Energy,"Oil, Gas & Consumable Fuels",Oil,Offshore Support Solution Drilling
EDELWEISS,Financial Services,Financial Services,Finance,Holding Company
ECOSMOBLTY,Services,Services,Transport Services,Road Transport
EICHERMOT,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers
AGARWALEYE,Healthcare,Healthcare,Healthcare Services,Hospital
EIDPARRY,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products
EIHAHOTELS,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
EIMCOELECO,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
EIHOTEL,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
ELDEHSG,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
EMIL,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail
DRREDDY,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
ELECTCAST,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
EMAMILTD,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
EMCURE,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
EMMBI,Industrials,Capital Goods,Industrial Products,Packaging
EMSLIMITED,Utilities,Utilities,Other Utilities,Waste Management
EMUDHRA,Information Technology,Information Technology,IT - Services,IT Enabled Services
ENDURANCE,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
ENGINERSIN,Industrials,Construction,Construction,Civil Construction
ENTERO,Consumer Discretionary,Consumer Services,Retailing,Pharmacy Retail
ENIL,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
EIEL,Utilities,Utilities,Other Utilities,Water Supply & Management
EPACK,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
EPIGRAL,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
ELECTHERM,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
